345	1662635	21617
346	1684252	17850
347	1702102	5380
348	1707482	5082
349	1712564	3955
350	1716519	7028
351	1723547	5859
352	1729406	2694
353	1732100	5039
354	1737139	10049
355	1747188	4489
356	1751677	4633
357	1756310	8056
358	1764366	5597
359	1769963	2397
360	1772360	4460
361	1776820	8178
362	1784998	3922
363	1788920	11532
364	1800452	8879
365	1809331	3940
366	1813271	1900
367	1815171	3983
368	1819154	4395
369	1823549	3484
370	1827033	5496
371	1832529	15793
372	1848322	31766
373	1880088	11795
374	1891883	2815
375	1894698	3534
376	1898232	2193
377	1900425	4107
378	1904532	3570
379	1908102	2481
380	1910583	9569
381	1920152	2621
382	1922773	2926
383	1925699	4143
384	1929842	3558
385	1933400	2896
386	1936296	13619
387	1949915	3386
388	1953301	977
389	1954278	3022
390	1957300	4319
391	1961619	3242
392	1964861	9879
393	1974740	7693
394	1982433	210
395	1982643	215
396	1982858	207
397	1983065	220
398	1983285	234
399	1983519	232
400	1983751	212
401	1983963	234
402	1984197	220
403	1984417	226
404	1984643	4462
405	1989105	11831
406	2000936	13904
407	2014840	3583
408	2018423	1706
409	2020129	609
410	2020738	13924
411	2034662	13449
412	2048111	7537
413	2055648	29569
414	2085217	11128
415	2096345	3372
416	2099717	7827
417	2107544	5369
418	2112913	11546
419	2124459	5220
420	2129679	16195
421	2145874	8038
422	2153912	11434
423	2165346	19991
424	2185337	9238
425	2194575	18432
426	2213007	2257
427	2215264	13021
428	2228285	10750
429	2239035	6980
430	2246015	24113
431	2270128	24086
432	2294214	7380
433	2301594	12594
434	2314188	11146
435	2325334	12665
436	2337999	1200
437	2339199	5647
438	2344846	4150
439	2348996	5181
440	2354177	18816
441	2372993	5520
442	2378513	5421
443	2383934	17797
